Day fraction since midnight on	Time (s)	Hydraulic Residence Time	pH
0.6514130419	299	0.2947444792	7.495609283
0.6514246015	300	0.2957302467	7.497838497
0.6514361919	301	0.2967160142	7.495100975
0.6514477523	302	0.2977017817	7.491094112
0.6514593279	303	0.2986875492	7.494532585
0.6514708958	304	0.2996733167	7.495052338
0.6514824741	305	0.3006590841	7.49517107
0.651494053	306	0.3016448516	7.495083332
0.6515056232	307	0.3026306191	7.492934227
0.6515171926	308	0.3036163866	7.487894535
0.65152877	309	0.3046021541	7.486351967
0.6515403422	310	0.3055879216	7.487588882
0.6515519163	311	0.3065736891	7.488105297
0.6515634843	312	0.3075594566	7.487864971
0.6515750614	313	0.3085452241	7.487159252
0.6515866409	314	0.3095309915	7.479987621
0.651598207	315	0.310516759	7.468334675
0.6516097846	316	0.3115025265	7.462928772
0.6516213559	317	0.312488294	7.461997986
0.6516329435	318	0.3134740615	7.464599609
0.6516445231	319	0.314459829	7.465629101
0.6516560805	320	0.3154455965	7.461216927
0.6516676543	321	0.316431364	7.46147728
0.6516792297	322	0.3174171315	7.463034153
0.6516908091	323	0.3184028989	7.464021683
0.6517023782	324	0.3193886664	7.464567184
0.6517139622	325	0.3203744339	7.464086056
0.6517255277	326	0.3213602014	7.460765362
0.6517371188	327	0.3223459689	7.456792355
0.6517486741	328	0.3233317364	7.456296921
0.6517602491	329	0.3243175039	7.45385313
0.6517718404	330	0.3253032714	7.454215527
0.6517833966	331	0.3262890389	7.450470448
0.6517949754	332	0.3272748063	7.447815895
0.6518065658	333	0.3282605738	7.449054241
0.6518181192	334	0.3292463413	7.448485375
0.6518296904	335	0.3302321088	7.446390629
0.6518412747	336	0.3312178763	7.444484711
0.651852847	337	0.3322036438	7.43906498
0.6518644192	338	0.3331894113	7.435994148
0.6518759895	339	0.3341751788	7.431287289
0.6518875691	340	0.3351609463	7.427215099
0.6518991364	341	0.3361467137	7.425072193
0.6519107142	342	0.3371324812	7.426759243
0.6519222814	343	0.3381182487	7.43043375
0.6519338781	344	0.3391040162	7.432422638
0.6519454488	345	0.3400897837	7.432988644
0.6519570101	346	0.3410755512	7.428006172
0.6519685926	347	0.3420613187	7.427968979
0.6519801602	348	0.3430470862	7.426215172
0.6519917353	349	0.3440328537	7.422429085
0.6520033022	350	0.3450186211	7.422745705
0.6520148852	351	0.3460043886	7.425777912
0.6520264552	352	0.3469901561	7.426999092
0.6520380229	353	0.3479759236	7.427596092
0.6520496038	354	0.3489616911	7.427145004
0.6520611928	355	0.3499474586	7.426584244
0.6520727479	356	0.3509332261	7.425372601
0.6520843235	357	0.3519189936	7.422972679
0.6520959073	358	0.3529047611	7.419508457
0.6521074745	359	0.3538905285	7.41736269
0.6521190499	360	0.354876296	7.415696621
0.6521306153	361	0.3558620635	7.414551735
0.6521421976	362	0.356847831	7.412064552
0.6521537662	363	0.3578335985	7.41019392
0.652165346	364	0.358819366	7.408705711
0.6521769343	365	0.3598051335	7.406754971
0.6521885089	366	0.360790901	7.399636746
0.6522000695	367	0.3617766685	7.396097183
0.6522116415	368	0.3627624359	7.395178318
0.6522232207	369	0.3637482034	7.397892475
0.6522347899	370	0.3647339709	7.397781372
0.6522463644	371	0.3657197384	7.391011238
0.6522579431	372	0.3667055059	7.382893562
0.6522695044	373	0.3676912734	7.379536152
0.6522810854	374	0.3686770409	7.374811173
0.652292657	375	0.3696628084	7.378024101
0.6523042309	376	0.3706485759	7.380073547
0.6523158053	377	0.3716343434	7.37772131
0.6523273791	378	0.3726201108	7.377413273
0.6523389563	379	0.3736058783	7.379580021
0.6523505277	380	0.3745916458	7.382784367
0.6523621039	381	0.3755774133	7.383717537
0.6523736854	382	0.3765631808	7.383191586
0.6523852527	383	0.3775489483	7.383110523
0.6523968213	384	0.3785347158	7.383250713
0.6524084017	385	0.3795204833	7.383069038
0.6524199883	386	0.3805062508	7.378773212
0.6524315624	387	0.3814920182	7.378405094
0.6524431286	388	0.3824777857	7.376477242
0.6524546981	389	0.3834635532	7.371132851
0.6524662636	390	0.3844493207	7.364449024
0.6524778407	391	0.3854350882	7.357839584
0.6524894247	392	0.3864208557	7.357033253
0.6525009914	393	0.3874066232	7.357410431
0.6525125684	394	0.3883923907	7.358996868
0.6525241433	395	0.3893781582	7.361749649
0.6525357195	396	0.3903639256	7.364010811
0.6525472904	397	0.3913496931	7.365352154
0.6525588587	398	0.3923354606	7.366763592
0.6525704392	399	0.3933212281	7.364975452
0.6525820039	400	0.3943069956	7.363911152
0.6525935867	401	0.3952927631	7.363818169
0.6526051728	402	0.3962785306	7.362748623
0.6526167351	403	0.3972642981	7.360888958
0.6526283174	404	0.3982500656	7.357699394
0.6526398832	405	0.399235833	7.355699539
0.6526514502	406	0.4002216005	7.355178833
0.6526630275	407	0.401207368	7.352141857
0.6526745997	408	0.4021931355	7.340366364
0.6526861841	409	0.403178903	7.330909729
0.6526977566	410	0.4041646705	7.332123756
0.6527093271	411	0.405150438	7.332453728
0.6527209033	412	0.4061362055	7.329857826
0.6527324694	413	0.407121973	7.329199314
0.65274406	414	0.4081077404	7.330243588
0.6527556241	415	0.4090935079	7.328999043
0.6527671987	416	0.4100792754	7.333539963
0.6527787798	417	0.4110650429	7.336678028
0.6527903424	418	0.4120508104	7.339506626
0.6528019198	419	0.4130365779	7.33999157
0.6528134866	420	0.4140223454	7.340491772
0.6528250734	421	0.4150081129	7.340815544
0.6528366356	422	0.4159938804	7.333946705
0.6528482139	423	0.4169796478	7.329415321
0.6528597904	424	0.4179654153	7.325702667
0.652871365	425	0.4189511828	7.326263905
0.6528829386	426	0.4199369503	7.328131199
0.6528945097	427	0.4209227178	7.326013088
0.6529060869	428	0.4219084853	7.317172527
0.65291766	429	0.4228942528	7.311412811
0.6529292274	430	0.4238800203	7.303843498
0.6529408095	431	0.4248657878	7.301490784
0.6529523858	432	0.4258515552	7.30666256
0.6529640647	433	0.4268373227	7.310111523
0.6529755298	434	0.4278230902	7.310709477
0.6529871083	435	0.4288088577	7.308878899
0.6529986844	436	0.4297946252	7.29922533
0.6530102525	437	0.4307803927	7.296239853
0.6530218278	438	0.4317661602	7.296470642
0.6530334004	439	0.4327519277	7.296048641
0.6530449821	440	0.4337376952	7.300438881
0.6530565474	441	0.4347234626	7.303184032
0.6530681314	442	0.4357092301	7.304769039
0.6530796978	443	0.4366949976	7.305410862
0.6530912699	444	0.4376807651	7.304051876
0.6531028517	445	0.4386665326	7.30150795
0.6531144118	446	0.4396523001	7.302610874
0.6531259951	447	0.4406380676	7.30284071
0.6531375681	448	0.4416238351	7.302443028
0.6531491468	449	0.4426096026	7.301718235
0.653160712	450	0.44359537	7.297889233
0.6531722909	451	0.4445811375	7.289708614
0.6531838617	452	0.445566905	7.285806179
0.6531954325	453	0.4465526725	7.287089825
0.6532070047	454	0.44753844	7.288792133
0.6532185879	455	0.4485242075	7.287587166
0.6532301766	456	0.449509975	7.28757
0.6532417365	457	0.4504957425	7.288635731
0.6532533121	458	0.45148151	7.288199902
0.6532648761	459	0.4524672774	7.28742075
0.653276458	460	0.4534530449	7.28387022
0.6532880412	461	0.4544388124	7.277576447
0.6532996114	462	0.4554245799	7.265477181
0.6533111823	463	0.4564103474	7.260101795
0.6533227498	464	0.4573961149	7.262602806
0.6533343287	465	0.4583818824	7.265005589
0.6533459088	466	0.4593676499	7.269143105
0.6533574769	467	0.4603534174	7.27141428
0.6533690486	468	0.4613391848	7.2734375
0.6533806253	469	0.4623249523	7.275700569
0.6533922129	470	0.4633107198	7.276384354
0.6534037733	471	0.4642964873	7.275476456
0.6534153479	472	0.4652822548	7.272264004
0.6534269211	473	0.4662680223	7.26920414
0.6534384955	474	0.4672537898	7.265566826
0.6534500656	475	0.4682395573	7.263515472
0.65346165	476	0.4692253248	7.261498928
0.6534732137	477	0.4702110923	7.255477428
0.6534847948	478	0.4711968597	7.245447636
0.6534963581	479	0.4721826272	7.244887352
0.6535079359	480	0.4731683947	7.242002964
0.6535195136	481	0.4741541622	7.244597912
0.6535310975	482	0.4751399297	7.248840809
0.6535426617	483	0.4761256972	7.252563477
