Day fraction since midnight on	photometer (mg/L)	(volts)
0.5998277687	5.954751968	1.350264192
0.5998393584	5.95868206	1.349105358
0.5998509246	5.853191853	1.380383134
0.5998624794	5.827760696	1.387978315
0.5998740687	5.849312782	1.381540179
0.599885635	5.825905323	1.388533235
0.599897201	5.727981567	1.417985678
0.5999087907	5.631612778	1.447284341
0.599920357	5.646057606	1.442872763
0.5999319463	5.664830208	1.437149882
0.5999435127	5.700686932	1.426252127
0.599955102	5.737273693	1.415177107
0.5999666683	5.744743347	1.412921548
0.5999782346	5.749563694	1.411466956
0.599989801	5.667146206	1.436444759
0.600001367	5.636211872	1.445878863
0.6000129562	5.693610668	1.428399444
0.6000245225	5.655776501	1.439908385
0.6000360892	5.641759396	1.444184661
0.6000476782	5.582457066	1.462349892
0.6000592679	5.520394802	1.481488943
0.6000708342	5.529316425	1.478729487
0.6000824004	5.553526402	1.471255302
0.6000939667	5.570156097	1.466132879
0.6001055561	5.558887005	1.469602943
0.6001171224	5.520116806	1.481574893
0.6001286887	5.466594219	1.498186946
0.6001402781	5.441702843	1.505946279
0.6001518443	5.424839973	1.511215091
0.6001634106	5.429094315	1.509884834
0.600175	5.381018639	1.524953127
0.6001865663	5.253413677	1.565339923
0.6001981326	5.182290554	1.588099599
0.6002097219	5.240672112	1.569404125
0.6002212882	5.214948177	1.577626705
0.6002328545	5.15530014	1.596783638
0.6002444439	5.166280747	1.593247533
0.6002560102	5.180086136	1.588807821
0.6002675764	5.153561115	1.59734416
0.6002791655	5.119968414	1.608190894
0.6002907321	5.091638088	1.617370009
0.6003022984	5.068740845	1.624809861
0.6003138878	5.052882195	1.629973769
0.600325454	4.977852821	1.654528499
0.6003370203	4.915362358	1.675136209
0.6003486097	4.904802322	1.678632736
0.600360176	4.84789896	1.697544694
0.6003717423	4.802986145	1.712555885
0.6003833313	4.778457165	1.720785976
0.600394898	4.828934193	1.703874111
0.6004064642	4.850763798	1.696589589
0.6004180536	4.866859436	1.69122982
0.6004296199	4.837747574	1.700930953
0.6004411862	4.794345379	1.715452552
0.6004527755	4.761991501	1.726323128
0.6004643418	4.708046913	1.744534731
